StartTime,RequestType,Latency,ResponseCode
1603799897727,POST,7,200
1603799897730,POST,6,200
1603799897681,POST,55,200
1603799897715,POST,24,200
1603799897732,POST,8,200
1603799897734,POST,10,200
1603799897733,POST,12,200
1603799897740,POST,6,200
1603799897745,POST,7,200
1603799897737,POST,17,200
1603799897746,POST,9,200
1603799897744,POST,11,200
1603799897739,POST,17,200
1603799897733,POST,25,200
1603799897752,POST,7,200
1603799897736,POST,27,200
1603799897755,POST,9,200
1603799897758,POST,10,200
1603799897759,POST,9,200
1603799897755,POST,14,200
1603799897764,POST,7,200
1603799897754,POST,19,200
1603799897768,POST,7,200
1603799897769,POST,7,200
1603799897768,POST,9,200
1603799897771,POST,8,200
1603799897773,POST,7,200
1603799897776,POST,6,200
1603799897775,POST,9,200
1603799897777,POST,9,200
1603799897779,POST,8,200
1603799897782,POST,8,200
1603799897785,POST,6,200
1603799897786,POST,7,200
1603799897780,POST,13,200
1603799897787,POST,10,200
1603799897764,POST,34,200
1603799897791,POST,7,200
1603799897756,POST,44,200
1603799897793,POST,7,200
1603799897793,POST,9,200
1603799897797,POST,6,200
1603799897798,POST,7,200
1603799897800,POST,6,200
1603799897798,POST,9,200
1603799897790,POST,18,200
1603799897803,POST,6,200
1603799897800,POST,12,200
1603799897807,POST,6,200
1603799897806,POST,7,200
1603799897808,POST,6,200
1603799897802,POST,13,200
1603799897806,POST,9,200
1603799897685,POST,132,200
1603799897814,POST,21,200
1603799897815,POST,27,200
1603799897815,POST,36,200
1603799897817,POST,40,200
1603799897835,POST,28,200
1603799897842,POST,26,200
1603799897851,POST,24,200
1603799897809,POST,148,200
1603799897863,POST,101,200
1603799897868,POST,99,200
1603799897876,POST,96,200
1603799897812,POST,161,200
1603799897964,POST,14,200
1603799897957,POST,24,200
1603799897967,POST,15,200
1603799897972,POST,14,200
1603799897973,POST,14,200
1603799897978,POST,12,200
1603799897981,POST,10,200
1603799897982,POST,13,200
1603799897986,POST,10,200
1603799897987,POST,12,200
1603799897990,POST,13,200
1603799897991,POST,12,200
1603799897995,POST,12,200
1603799897996,POST,13,200
1603799897999,POST,13,200
1603799898003,POST,10,200
1603799898003,POST,14,200
1603799898008,POST,12,200
1603799897813,POST,208,200
1603799898009,POST,13,200
1603799898012,POST,13,200
1603799898013,POST,13,200
1603799898020,POST,12,200
1603799898017,POST,16,200
1603799898021,POST,16,200
1603799898025,POST,13,200
1603799898027,POST,14,200
1603799898033,POST,12,200
1603799898032,POST,15,200
1603799898022,POST,26,200
1603799898037,POST,13,200
1603799898038,POST,16,200
1603799898045,POST,9,200
1603799898048,POST,8,200
1603799898051,POST,6,200
1603799898054,POST,8,200
1603799898056,POST,7,200
1603799898062,POST,15,200
1603799898063,POST,15,200
1603799897813,POST,266,200
1603799898054,POST,30,200
1603799898057,POST,31,200
1603799898047,POST,44,200
1603799898077,POST,21,200
1603799898078,POST,30,200
1603799898088,POST,25,200
1603799898079,POST,37,200
1603799898113,POST,13,200
1603799898091,POST,35,200
1603799898086,POST,46,200
1603799898099,POST,36,200
1603799897857,POST,278,200
1603799898108,POST,30,200
1603799898116,POST,26,200
1603799898126,POST,16,200
1603799898127,POST,19,200
1603799898132,POST,15,200
1603799898135,POST,15,200
1603799898135,POST,16,200
1603799898139,POST,16,200
1603799898142,POST,16,200
1603799898142,POST,18,200
1603799898146,POST,19,200
1603799898147,POST,19,200
1603799898150,POST,19,200
1603799898151,POST,24,200
1603799898155,POST,23,200
1603799898158,POST,25,200
1603799898160,POST,27,200
1603799898169,POST,100,200
1603799898175,POST,100,200
1603799898178,POST,100,200
1603799898183,POST,99,200
1603799898166,POST,117,200
1603799898187,POST,98,200
1603799898269,POST,20,200
1603799898275,POST,14,200
1603799898278,POST,15,200
1603799898282,POST,12,200
1603799898283,POST,13,200
1603799898285,POST,13,200
1603799898289,POST,10,200
1603799898293,POST,9,200
1603799898290,POST,12,200
1603799898041,POST,263,200
1603799898294,POST,11,200
1603799898296,POST,12,200
1603799898299,POST,10,200
1603799898298,POST,16,200
1603799898308,POST,23,200
1603799898302,POST,34,200
1603799898304,POST,35,200
1603799898305,POST,38,200
1603799898309,POST,38,200
1603799898314,POST,36,200
1603799898331,POST,29,200
1603799898347,POST,18,200
1603799898343,POST,22,200
1603799898350,POST,15,200
1603799898336,POST,30,200
1603799898360,POST,8,200
1603799898365,POST,5,200
1603799898365,POST,7,200
1603799898365,POST,10,200
1603799898367,POST,9,200
1603799898370,POST,10,200
1603799898368,POST,13,200
1603799898375,POST,11,200
1603799898372,POST,15,200
1603799898376,POST,15,200
1603799898380,POST,12,200
1603799898381,POST,16,200
1603799898339,POST,61,200
1603799898387,POST,14,200
1603799898386,POST,20,200
1603799898400,POST,11,200
1603799898391,POST,21,200
1603799898397,POST,28,200
1603799898401,POST,33,200
1603799898392,POST,46,200
1603799898406,POST,34,200
1603799898434,POST,16,200
1603799898438,POST,12,200
1603799898440,POST,11,200
1603799898302,POST,152,200
1603799898426,POST,30,200
1603799898450,POST,9,200
1603799898450,POST,11,200
1603799898451,POST,13,200
1603799898455,POST,11,200
1603799898459,POST,10,200
1603799898456,POST,14,200
1603799898461,POST,12,200
1603799898464,POST,11,200
1603799898165,POST,314,200
1603799898470,POST,9,200
1603799898466,POST,16,200
1603799898470,POST,12,200
1603799898475,POST,10,200
1603799898473,POST,13,200
1603799898479,POST,10,200
1603799898479,POST,11,200
1603799898482,POST,10,200
1603799898485,POST,9,200
1603799898487,POST,9,200
1603799898489,POST,9,200
1603799898490,POST,11,200
1603799898482,POST,20,200
1603799898492,POST,12,200
1603799898494,POST,11,200
1603799898498,POST,9,200
1603799898496,POST,12,200
1603799898501,POST,7,200
1603799898505,POST,6,200
1603799898502,POST,10,200
1603799898507,POST,7,200
1603799898504,POST,12,200
1603799898508,POST,8,200
1603799898508,POST,11,200
1603799898512,POST,8,200
1603799898511,POST,10,200
1603799898515,POST,8,200
1603799898516,POST,7,200
1603799898516,POST,10,200
1603799898519,POST,8,200
1603799898520,POST,7,200
1603799898521,POST,10,200
1603799898523,POST,8,200
1603799898526,POST,10,200
1603799898527,POST,9,200
1603799898527,POST,14,200
1603799898531,POST,11,200
1603799898531,POST,15,200
1603799898523,POST,23,200
1603799898536,POST,11,200
1603799898541,POST,9,200
1603799898536,POST,14,200
1603799898546,POST,10,200
1603799898546,POST,10,200
1603799898547,POST,16,200
1603799898551,POST,14,200
1603799898412,POST,195,200
1603799898556,POST,125,200
1603799898564,POST,127,200
1603799898691,POST,20,200
1603799898681,POST,30,200
1603799898412,POST,475,200
1603799898542,POST,350,200
1603799898711,POST,206,200
1603799898711,POST,206,200
1603799898887,POST,31,200
1603799898893,POST,26,200
1603799898917,POST,7,200
1603799898919,POST,6,200
1603799898917,POST,8,200
1603799898925,POST,5,200
1603799898924,POST,6,200
1603799898918,POST,13,200
1603799898926,POST,5,200
1603799898565,POST,371,200
1603799898930,POST,7,200
1603799898931,POST,6,200
1603799898931,POST,9,200
1603799898607,POST,337,200
1603799898937,POST,13,200
1603799898940,POST,18,200
1603799898944,POST,16,200
1603799898950,POST,13,200
1603799898931,POST,33,200
1603799898958,POST,7,200
1603799898936,POST,30,200
1603799898960,POST,7,200
1603799898963,POST,6,200
1603799898964,POST,7,200
1603799898965,POST,7,200
1603799898967,POST,7,200
1603799898966,POST,8,200
1603799898971,POST,7,200
1603799898969,POST,9,200
1603799898974,POST,6,200
1603799898937,POST,43,200
1603799898978,POST,6,200
1603799898978,POST,6,200
1603799898980,POST,5,200
1603799898980,POST,6,200
1603799898972,POST,15,200
1603799898974,POST,14,200
1603799898984,POST,5,200
1603799898986,POST,7,200
1603799898987,POST,6,200
1603799898988,POST,6,200
1603799898984,POST,10,200
1603799898989,POST,6,200
1603799898985,POST,11,200
1603799898993,POST,5,200
1603799898994,POST,5,200
1603799898994,POST,5,200
1603799898993,POST,7,200
1603799898996,POST,5,200
1603799898999,POST,5,200
1603799898999,POST,6,200
1603799898995,POST,10,200
1603799899000,POST,5,200
1603799899001,POST,6,200
1603799898999,POST,9,200
1603799899005,POST,6,200
1603799899005,POST,7,200
1603799899005,POST,7,200
1603799899007,POST,5,200
1603799899004,POST,9,200
1603799899009,POST,6,200
1603799899012,POST,6,200
1603799899012,POST,6,200
1603799899012,POST,6,200
1603799899013,POST,6,200
1603799899015,POST,7,200
1603799899018,POST,6,200
1603799899011,POST,13,200
1603799899019,POST,5,200
1603799899019,POST,6,200
1603799899018,POST,7,200
1603799899022,POST,6,200
1603799899024,POST,6,200
1603799899025,POST,5,200
1603799899024,POST,7,200
1603799899025,POST,6,200
1603799899024,POST,8,200
1603799899028,POST,6,200
1603799899030,POST,6,200
1603799899031,POST,5,200
1603799899030,POST,8,200
1603799899032,POST,6,200
1603799899031,POST,9,200
1603799899036,POST,5,200
1603799899036,POST,6,200
1603799899034,POST,9,200
1603799899038,POST,5,200
1603799899038,POST,6,200
1603799899041,POST,5,200
1603799899040,POST,7,200
1603799899042,POST,6,200
1603799899043,POST,5,200
1603799899043,POST,6,200
1603799899044,POST,7,200
1603799899046,POST,6,200
1603799899047,POST,6,200
1603799899049,POST,4,200
1603799899051,POST,5,200
1603799899049,POST,7,200
1603799899052,POST,5,200
1603799899049,POST,10,200
1603799899054,POST,5,200
1603799899053,POST,8,200
1603799899057,POST,6,200
1603799899057,POST,7,200
1603799899057,POST,8,200
1603799899059,POST,7,200
1603799898556,POST,511,200
1603799898551,POST,555,200
1603799899065,POST,53,200
1603799899067,POST,58,200
1603799899106,POST,24,200
1603799899119,POST,21,200
1603799899125,POST,18,200
1603799899130,POST,18,200
1603799899140,POST,12,200
1603799899143,POST,12,200
1603799899149,POST,11,200
1603799899152,POST,16,200
1603799899156,POST,13,200
1603799899160,POST,13,200
1603799899168,POST,9,200
1603799899169,POST,11,200
1603799899173,POST,11,200
1603799899177,POST,10,200
1603799899180,POST,11,200
1603799899059,POST,138,200
1603799899066,POST,136,200
1603799899063,POST,143,200
1603799899187,POST,19,200
1603799899191,POST,21,200
1603799899197,POST,17,200
1603799899202,POST,13,200
1603799899206,POST,11,200
1603799899206,POST,14,200
1603799899213,POST,7,200
1603799899214,POST,8,200
1603799899215,POST,8,200
1603799899217,POST,7,200
1603799899220,POST,7,200
1603799899220,POST,8,200
1603799899222,POST,9,200
1603799899223,POST,9,200
1603799899224,POST,11,200
1603799899227,POST,9,200
1603799899228,POST,12,200
1603799899231,POST,9,200
1603799899232,POST,11,200
1603799899235,POST,9,200
1603799899236,POST,12,200
1603799899240,POST,9,200
1603799899243,POST,9,200
1603799899240,POST,12,200
1603799899244,POST,11,200
1603799899061,POST,194,200
1603799899248,POST,8,200
1603799899252,POST,7,200
1603799899252,POST,7,200
1603799899255,POST,8,200
1603799899255,POST,8,200
1603799899256,POST,10,200
1603799899259,POST,8,200
1603799899259,POST,10,200
1603799899263,POST,9,200
1603799899264,POST,9,200
1603799899064,POST,211,200
1603799899266,POST,9,200
1603799899267,POST,10,200
1603799899269,POST,10,200
1603799899273,POST,8,200
1603799899275,POST,8,200
1603799899249,POST,34,200
1603799899275,POST,11,200
1603799899279,POST,8,200
1603799899281,POST,9,200
1603799899272,POST,18,200
1603799899283,POST,8,200
1603799899277,POST,15,200
1603799899286,POST,9,200
1603799899287,POST,8,200
1603799899290,POST,7,200
1603799899283,POST,14,200
1603799899290,POST,8,200
1603799899291,POST,7,200
1603799899295,POST,7,200
1603799899297,POST,6,200
1603799899295,POST,9,200
1603799899298,POST,7,200
1603799899298,POST,7,200
1603799899292,POST,14,200
1603799899302,POST,6,200
1603799899303,POST,5,200
1603799899304,POST,6,200
1603799899305,POST,6,200
1603799899305,POST,6,200
1603799899306,POST,7,200
1603799899308,POST,5,200
1603799899308,POST,7,200
1603799899311,POST,9,200
1603799899313,POST,15,200
1603799899315,POST,15,200
1603799899297,POST,34,200
1603799899320,POST,14,200
1603799899328,POST,6,200
1603799899330,POST,8,200
1603799899331,POST,7,200
1603799899334,POST,7,200
1603799899335,POST,7,200
1603799899338,POST,6,200
1603799899339,POST,6,200
1603799899341,POST,6,200
1603799899342,POST,6,200
1603799899344,POST,7,200
1603799899345,POST,7,200
1603799899347,POST,7,200
1603799899348,POST,7,200
1603799899351,POST,7,200
1603799899352,POST,7,200
1603799899354,POST,9,200
1603799899355,POST,8,200
1603799899359,POST,7,200
1603799899363,POST,5,200
1603799899310,POST,58,200
1603799899363,POST,6,200
1603799899366,POST,7,200
1603799899368,POST,5,200
1603799899358,POST,17,200
1603799899368,POST,8,200
1603799899369,POST,8,200
1603799899373,POST,8,200
1603799899373,POST,8,200
1603799899376,POST,7,200
1603799899377,POST,8,200
1603799899381,POST,5,200
1603799899375,POST,13,200
1603799899381,POST,7,200
1603799899383,POST,7,200
1603799899386,POST,7,200
1603799899388,POST,5,200
1603799899388,POST,7,200
1603799899390,POST,6,200
1603799899393,POST,5,200
1603799899393,POST,6,200
1603799899385,POST,16,200
1603799899396,POST,5,200
1603799899398,POST,6,200
1603799899399,POST,6,200
1603799899395,POST,10,200
1603799899401,POST,5,200
1603799899401,POST,6,200
1603799899405,POST,7,200
1603799899405,POST,8,200
1603799899406,POST,8,200
1603799899407,POST,63,200
1603799899184,POST,290,200
1603799899404,POST,70,200
1603799899470,POST,7,200
1603799899413,POST,64,200
1603799899474,POST,6,200
1603799899474,POST,10,200
1603799899477,POST,11,200
1603799899477,POST,18,200
1603799899480,POST,20,200
1603799899484,POST,22,200
1603799899489,POST,18,200
1603799899414,POST,95,200
1603799899495,POST,15,200
1603799899506,POST,8,200
1603799899500,POST,16,200
1603799899507,POST,10,200
1603799899511,POST,10,200
1603799899509,POST,13,200
1603799899514,POST,10,200
1603799899516,POST,11,200
1603799899517,POST,10,200
1603799899522,POST,10,200
1603799899521,POST,11,200
1603799899524,POST,13,200
1603799899527,POST,11,200
1603799899527,POST,14,200
1603799899532,POST,11,200
1603799899312,POST,286,200
1603799899313,POST,286,200
1603799899598,POST,99,200
1603799899541,POST,156,200
1603799899543,POST,155,200
1603799899599,POST,99,200
1603799899537,POST,163,200
1603799899538,POST,165,200
1603799899698,POST,8,200
1603799899700,POST,7,200
1603799899412,POST,296,200
1603799899697,POST,11,200
1603799899697,POST,12,200
1603799899698,POST,11,200
1603799899703,POST,9,200
1603799899706,POST,6,200
1603799899707,POST,5,200
1603799899708,POST,5,200
1603799899708,POST,6,200
1603799899709,POST,6,200
1603799899709,POST,9,200
1603799899712,POST,6,200
1603799899715,POST,6,200
1603799899712,POST,11,200
1603799899718,POST,5,200
1603799899712,POST,12,200
1603799899714,POST,11,200
1603799899721,POST,6,200
1603799899713,POST,15,200
1603799899723,POST,6,200
1603799899723,POST,6,200
1603799899724,POST,7,200
1603799899718,POST,13,200
1603799899725,POST,7,200
1603799899727,POST,7,200
1603799899728,POST,6,200
1603799899729,POST,6,200
1603799899731,POST,7,200
1603799899731,POST,7,200
1603799899734,POST,6,200
1603799899734,POST,7,200
1603799899735,POST,7,200
1603799899732,POST,11,200
1603799899738,POST,6,200
1603799899738,POST,6,200
1603799899741,POST,6,200
1603799899729,POST,18,200
1603799899744,POST,4,200
1603799899744,POST,6,200
1603799899747,POST,5,200
1603799899740,POST,13,200
1603799899743,POST,10,200
1603799899747,POST,6,200
1603799899742,POST,12,200
1603799899753,POST,4,200
1603799899753,POST,4,200
1603799899752,POST,6,200
1603799899754,POST,8,200
1603799899748,POST,15,200
1603799899750,POST,13,200
1603799899758,POST,5,200
1603799899757,POST,8,200
1603799899753,POST,13,200
1603799899762,POST,5,200
1603799899763,POST,5,200
1603799899765,POST,5,200
1603799899758,POST,13,200
1603799899763,POST,9,200
1603799899768,POST,5,200
1603799899770,POST,5,200
1603799899771,POST,5,200
1603799899766,POST,10,200
1603799899772,POST,5,200
1603799899763,POST,14,200
1603799899773,POST,6,200
1603799899767,POST,12,200
1603799899775,POST,5,200
1603799899776,POST,6,200
1603799899777,POST,6,200
1603799899779,POST,6,200
1603799899777,POST,9,200
1603799899776,POST,10,200
1603799899780,POST,7,200
1603799899779,POST,10,200
1603799899783,POST,6,200
1603799899786,POST,5,200
1603799899782,POST,10,200
1603799899785,POST,8,200
1603799899789,POST,6,200
1603799899791,POST,5,200
1603799899792,POST,6,200
1603799899786,POST,13,200
1603799899795,POST,5,200
1603799899787,POST,14,200
1603799899798,POST,5,200
1603799899789,POST,14,200
1603799899799,POST,5,200
1603799899800,POST,4,200
1603799899793,POST,12,200
1603799899796,POST,9,200
1603799899803,POST,5,200
1603799899804,POST,5,200
1603799899803,POST,6,200
1603799899801,POST,9,200
1603799899805,POST,5,200
1603799899805,POST,8,200
1603799899810,POST,4,200
1603799899809,POST,5,200
1603799899804,POST,11,200
1603799899808,POST,8,200
1603799899809,POST,7,200
1603799899532,POST,297,200
1603799899815,POST,18,200
1603799899816,POST,21,200
1603799899816,POST,25,200
1603799899813,POST,28,200
1603799899814,POST,28,200
1603799899829,POST,15,200
1603799899837,POST,11,200
1603799899833,POST,19,200
1603799899841,POST,11,200
1603799899842,POST,13,200
1603799899841,POST,16,200
1603799899844,POST,15,200
1603799899810,POST,52,200
1603799899848,POST,19,200
1603799899855,POST,16,200
1603799899852,POST,23,200
1603799899852,POST,32,200
1603799899857,POST,34,200
1603799899859,POST,35,200
1603799899862,POST,37,200
1603799899867,POST,35,200
1603799899871,POST,36,200
1603799899875,POST,36,200
1603799899814,POST,98,200
1603799899884,POST,31,200
1603799899891,POST,25,200
1603799899894,POST,24,200
1603799899902,POST,19,200
1603799899899,POST,23,200
1603799899907,POST,19,200
1603799899911,POST,16,200
1603799899912,POST,17,200
1603799899915,POST,17,200
1603799899916,POST,16,200
1603799899918,POST,18,200
1603799899921,POST,16,200
1603799899922,POST,17,200
1603799899926,POST,15,200
1603799899932,POST,25,200
1603799899932,POST,25,200
1603799899936,POST,22,200
1603799899937,POST,22,200
1603799899939,POST,20,200
1603799899957,POST,5,200
1603799899957,POST,8,200
1603799899958,POST,10,200
1603799899965,POST,7,200
1603799899962,POST,10,200
1603799899959,POST,14,200
1603799899968,POST,5,200
1603799899972,POST,6,200
1603799899973,POST,6,200
1603799899973,POST,7,200
1603799899972,POST,8,200
1603799899929,POST,69,200
1603799899959,POST,40,200
1603799899980,POST,21,200
1603799899979,POST,22,200
1603799899978,POST,24,200
1603799899980,POST,23,200
1603799899998,POST,7,200
1603799900001,POST,5,200
1603799900001,POST,7,200
1603799900003,POST,5,200
1603799900002,POST,7,200
1603799900005,POST,5,200
1603799900006,POST,6,200
1603799900009,POST,3,200
1603799900008,POST,5,200
1603799900008,POST,6,200
1603799899999,POST,16,200
1603799900010,POST,6,200
1603799900012,POST,6,200
1603799900012,POST,6,200
1603799900013,POST,6,200
1603799900015,POST,5,200
1603799900016,POST,5,200
1603799900018,POST,6,200
1603799900014,POST,11,200
1603799900020,POST,5,200
1603799900021,POST,5,200
1603799900020,POST,8,200
1603799900024,POST,5,200
1603799900025,POST,5,200
1603799900018,POST,14,200
1603799900028,POST,4,200
1603799900030,POST,5,200
1603799900029,POST,6,200
1603799900032,POST,6,200
1603799900032,POST,7,200
1603799900026,POST,13,200
1603799900025,POST,14,200
1603799900035,POST,6,200
1603799900035,POST,7,200
1603799900040,POST,4,200
1603799900039,POST,6,200
1603799900039,POST,6,200
1603799900042,POST,7,200
1603799900042,POST,7,200
1603799900045,POST,5,200
1603799900044,POST,7,200
1603799900045,POST,7,200
1603799900050,POST,5,200
1603799900038,POST,17,200
1603799900051,POST,5,200
1603799900049,POST,7,200
1603799900052,POST,5,200
1603799900055,POST,5,200
1603799900056,POST,4,200
1603799900055,POST,6,200
1603799900056,POST,7,200
1603799900057,POST,6,200
1603799900061,POST,5,200
1603799900050,POST,17,200
1603799899941,POST,126,200
1603799900060,POST,8,200
1603799900060,POST,9,200
1603799900067,POST,5,200
1603799900067,POST,9,200
1603799900068,POST,12,200
1603799900063,POST,19,200
1603799900069,POST,15,200
1603799900080,POST,7,200
1603799900084,POST,8,200
1603799900066,POST,28,200
1603799900087,POST,8,200
1603799900073,POST,26,200
1603799900082,POST,17,200
1603799900076,POST,25,200
1603799900101,POST,6,200
1603799900092,POST,17,200
1603799900094,POST,16,200
1603799900095,POST,16,200
1603799900107,POST,6,200
1603799900099,POST,17,200
1603799900110,POST,7,200
1603799900099,POST,19,200
1603799900111,POST,7,200
1603799900109,POST,9,200
1603799900113,POST,9,200
1603799900117,POST,6,200
1603799900118,POST,5,200
1603799900118,POST,8,200
1603799900116,POST,11,200
1603799900118,POST,11,200
1603799900123,POST,8,200
1603799900123,POST,9,200
1603799900126,POST,6,200
1603799900122,POST,11,200
1603799900127,POST,7,200
1603799900129,POST,7,200
1603799900132,POST,5,200
1603799900133,POST,5,200
1603799900131,POST,8,200
1603799900132,POST,9,200
1603799900134,POST,7,200
1603799900136,POST,8,200
1603799900139,POST,5,200
1603799900137,POST,9,200
1603799900138,POST,9,200
1603799900141,POST,6,200
1603799900141,POST,7,200
1603799900146,POST,5,200
1603799900144,POST,8,200
1603799900148,POST,6,200
1603799900144,POST,11,200
1603799900147,POST,9,200
1603799900151,POST,6,200
1603799900152,POST,6,200
1603799900147,POST,12,200
1603799900155,POST,6,200
1603799900154,POST,8,200
1603799900157,POST,8,200
1603799900159,POST,6,200
1603799900156,POST,10,200
1603799900162,POST,6,200
1603799900161,POST,8,200
1603799900165,POST,5,200
1603799900158,POST,14,200
1603799900168,POST,5,200
1603799900166,POST,9,200
1603799900165,POST,11,200
1603799900170,POST,6,200
1603799900169,POST,10,200
1603799900173,POST,7,200
1603799900175,POST,6,200
1603799900172,POST,9,200
1603799900176,POST,6,200
1603799900176,POST,6,200
1603799900179,POST,5,200
1603799900180,POST,6,200
1603799900182,POST,6,200
1603799900181,POST,7,200
1603799900184,POST,5,200
1603799900182,POST,7,200
1603799900182,POST,7,200
1603799899927,POST,265,200
1603799900063,POST,147,200
1603799900189,POST,21,200
1603799900192,POST,23,200
1603799900189,POST,26,200
1603799900211,POST,7,200
1603799900211,POST,8,200
1603799900215,POST,6,200
1603799900215,POST,8,200
1603799900218,POST,7,200
1603799900219,POST,7,200
1603799900221,POST,8,200
1603799900226,POST,6,200
1603799900223,POST,9,200
1603799900226,POST,9,200
1603799900229,POST,7,200
1603799900188,POST,50,200
1603799900232,POST,6,200
1603799900233,POST,7,200
1603799900235,POST,6,200
1603799900236,POST,7,200
1603799900238,POST,7,200
1603799900238,POST,8,200
1603799900240,POST,9,200
1603799900241,POST,8,200
1603799900188,POST,62,200
1603799900186,POST,66,200
1603799900245,POST,8,200
1603799900243,POST,11,200
1603799900249,POST,7,200
1603799900249,POST,10,200
1603799900251,POST,8,200
1603799900256,POST,6,200
1603799900254,POST,9,200
1603799900246,POST,18,200
1603799900252,POST,12,200
1603799900259,POST,6,200
1603799900253,POST,22,200
1603799900259,POST,20,200
1603799900265,POST,15,200
1603799900280,POST,8,200
1603799900262,POST,33,200
1603799900280,POST,16,200
1603799900276,POST,21,200
1603799900288,POST,10,200
1603799900265,POST,34,200
1603799900263,POST,38,200
1603799900295,POST,6,200
1603799900265,POST,38,200
1603799900296,POST,7,200
1603799900297,POST,9,200
1603799900299,POST,8,200
1603799900301,POST,8,200
1603799900301,POST,8,200
1603799900306,POST,31,200
1603799900303,POST,36,200
1603799900189,POST,151,200
1603799900298,POST,42,200
1603799900307,POST,33,200
1603799900303,POST,37,200
1603799900309,POST,70,200
1603799900340,POST,42,200
1603799900340,POST,45,200
1603799900339,POST,47,200
1603799900379,POST,10,200
1603799900340,POST,49,200
1603799900386,POST,6,200
1603799900337,POST,59,200
1603799900389,POST,7,200
1603799900392,POST,13,200
1603799900396,POST,15,200
1603799900406,POST,9,200
1603799900396,POST,21,200
1603799900309,POST,143,200
1603799900415,POST,45,200
1603799900453,POST,11,200
1603799900460,POST,8,200
1603799900464,POST,8,200
